GeneID	Locus.ID	Accession	HCT-116 Z-score	HKE-3 Z-score	D Z-score
PON1	5444	NM_000446	-0.44	-1.02	0.58
DIABLO	56616	NM_019887	1.98	1.4	0.58
EVI2B	2124	NM_006495	0.28	-0.3	0.58
FBLN5	10516	NM_006329	0.91	0.33	0.58
LIG3	3980	NM_002311	0.19	-0.39	0.58
SCGB3A2	117156	NM_054023	0.89	0.31	0.58
FXR2	9513	NM_004860	0.02	-0.56	0.58
MSH2	4436	NM_000251	-0.34	-0.92	0.58
RAPGEF5	9771	NM_012294	0.28	-0.3	0.58
ETS2	2114	NM_005239	1.99	1.41	0.58
TCL1A	8115	NM_021966	2.31	1.73	0.58
DHX16	8449	NM_003587	0.79	0.21	0.58
PDE1C	5137	NM_005020	-0.41	-0.99	0.58
PPFIA2	8499	NM_003625	0.93	0.35	0.58
CTRL	1506	NM_001907	0.85	0.27	0.58
PGGT1B	5229	NM_005023	-0.58	-1.16	0.58
CABC1	56997	NM_020247	0.72	0.14	0.58
HPRT1	3251	NM_000194	0.36	-0.22	0.58
S100A10	6281	NM_002966	0.47	-0.11	0.58
SERPINB6	5269	NM_004568	-0.83	-1.41	0.58
MORF4	10934	NM_006792	-0.65	-1.23	0.58
SOX8	30812	NM_014587	-0.4	-0.98	0.58
DCTN1	1639	NM_004082	-0.93	-1.51	0.58
MANBA	4126	NM_005908	-0.56	-1.14	0.58
MKI67IP	84365	NM_032390	1.67	1.09	0.58
MAST2	23139	NM_015112	1.99	1.42	0.57
GNAS	2778	NM_000516	1.6	1.03	0.57
ISG20	3669	NM_002201	-0.32	-0.89	0.57
CAMTA2	23125	NM_015099	0.43	-0.14	0.57
CAPZA2	830	NM_006136	0.81	0.24	0.57
CCNB3	85417	NM_033031	0.07	-0.5	0.57
ITM2B	9445	NM_021999	-0.47	-1.04	0.57
MEP1B	4225	NM_005925	0.23	-0.34	0.57
POU4F2	5458	NM_004575	1.62	1.05	0.57
AIM2	9447	NM_004833	-0.43	-1	0.57
ZNF146	7705	NM_007145	-0.98	-1.55	0.57
WT1	7490	NM_000378	-0.18	-0.75	0.57
TUBG2	27175	NM_016437	-0.52	-1.09	0.57
UBL3	5412	NM_007106	-0.94	-1.51	0.57
LYSAL1	9583	NM_004901	-0.41	-0.98	0.57
EIF2B3	8891	NM_020365	-1.26	-1.83	0.57
BIRC6	57448	NM_016252	-1.28	-1.85	0.57
IGBP1	3476	NM_001551	-0.44	-1.01	0.57
DNCI1	1780	NM_004411	-0.78	-1.35	0.57
FN3K	64122	NM_022158	1.4	0.83	0.57
GSTO1	9446	NM_004832	1.48	0.91	0.57
TBXAS1	6916	NM_001061	0.74	0.17	0.57
NRF1	4899	NM_005011	-0.59	-1.16	0.57
LPL	4023	NM_000237	-0.14	-0.71	0.57
NPTXR	23467	NM_014293	3.02	2.45	0.57
AKR1B1	231	NM_001628	1.13	0.56	0.57
GARS	2617	NM_002047	-1.08	-1.65	0.57
PSCD2	9266	NM_004228	-0.81	-1.38	0.57
AGTR2	186	NM_000686	1.31	0.75	0.56
AKT2	208	NM_001626	1.25	0.69	0.56
P2RY2	5029	NM_002564	2.99	2.43	0.56
CPB1	1360	NM_001871	0.66	0.1	0.56
CYB561D2	11068	NM_007022	-0.41	-0.97	0.56
MRPS30	10884	NM_016640	-0.12	-0.68	0.56
NDUFS2	4720	NM_004550	0.1	-0.46	0.56
NT5C3	51251	NM_016489	-0.75	-1.31	0.56
PON2	5445	NM_000305	-0.25	-0.81	0.56
LLT1	29121	NM_013269	2.58	2.02	0.56
CNNM3	26505	NM_017623	0.67	0.11	0.56
EVC2	132884	NM_147127	1.1	0.54	0.56
ILT8	79168	NM_024318	0.56	0	0.56
LTBP3	4054	NM_021070	3.07	2.51	0.56
CCDC5	115106	NM_138443	-0.54	-1.1	0.56
HSPC154	29090	NM_014177	-0.31	-0.87	0.56
P5326	83638	NM_031450	2.7	2.14	0.56
MT1L	4500	NR_001447	0.38	-0.18	0.56
SCAP	22937	NM_012235	0.32	-0.24	0.56
DUX1	26584	NM_012146	2	1.44	0.56
ELK3	2004	NM_005230	-0.51	-1.07	0.56
THPO	7066	NM_000460	-0.08	-0.64	0.56
GBP2	2634	NM_004120	0.31	-0.25	0.56
RRAS2	22800	NM_012250	-0.76	-1.32	0.56
SERPINB2	5055	NM_002575	-0.52	-1.08	0.56
PRKACB	5567	NM_002731	0.09	-0.47	0.56
CASP6	839	NM_001226	-0.62	-1.18	0.56
PRSS7	5651	NM_002772	-0.14	-0.7	0.56
FBXL2	25827	NM_012157	0.41	-0.15	0.56
CD83	9308	NM_004233	-0.26	-0.82	0.56
PCDHA1	56147	NM_018900	0.08	-0.48	0.56
MT1A	4489	NM_005946	-0.04	-0.6	0.56
HOXA10	3206	NM_018951	1.49	0.93	0.56
TBX3	6926	NM_005996	-0.62	-1.18	0.56
PPP1R1A	5502	NM_006741	0.59	0.03	0.56
OPA1	4976	NM_015560	-0.68	-1.24	0.56
TRHR	7201	NM_003301	2.76	2.2	0.56
POMT1	10585	NM_007171	-0.47	-1.02	0.55
PTEN	5728	NM_000314	0.55	0	0.55
IAPP	3375	NM_000415	0.84	0.29	0.55
NR0B2	8431	NM_021969	0.74	0.19	0.55
NR5A1	2516	NM_004959	1.68	1.13	0.55
NUP153	9972	NM_005124	0.44	-0.11	0.55
EZH1	2145	NM_001991	0.86	0.31	0.55
HPD	3242	NM_002150	-0.25	-0.8	0.55
SBDS	51119	NM_016038	-0.1	-0.65	0.55
CNTN2	6900	NM_005076	0.01	-0.54	0.55
DATF1	11083	NM_022105	0.81	0.26	0.55
TROAP	10024	NM_005480	-0.7	-1.25	0.55
ZNF124	7678	NM_003431	-0.09	-0.64	0.55
ASCL1	429	NM_004316	-0.78	-1.33	0.55
HOXC10	3226	NM_017409	-0.23	-0.78	0.55
LDB1	8861	NM_003893	-0.24	-0.79	0.55
TOP1	7150	NM_003286	-0.46	-1.01	0.55
TFPI	7035	NM_006287	-0.53	-1.08	0.55
STK38	11329	NM_007271	0.72	0.17	0.55
FVT1	2531	NM_002035	-0.63	-1.18	0.55
INPP5A	3632	NM_005539	0.72	0.17	0.55
PLD1	5337	NM_002662	-0.14	-0.69	0.55
APRT	353	NM_000485	1.4	0.85	0.55
RBL1	5933	NM_002895	-0.88	-1.43	0.55
NALP14	338323	NM_176822	-0.39	-0.94	0.55
RASSF5	83593	NM_031437	-0.28	-0.83	0.55
SRY	6736	NM_003140	-0.89	-1.44	0.55
TJP1	7082	NM_003257	-0.59	-1.14	0.55
PRSS1	5644	NM_002769	-0.6	-1.15	0.55
DPYD	1806	NM_000110	-0.67	-1.22	0.55
PLAA	9373	NM_004253	-0.61	-1.16	0.55
TYK2	7297	NM_003331	1.9	1.35	0.55
PKLR	5313	NM_000298	0.36	-0.18	0.54
PRKAR2A	5576	NM_004157	0.36	-0.18	0.54
AKT1	207	NM_005163	0.86	0.32	0.54
HMOX2	3163	NM_002134	-0.48	-1.02	0.54
PHOSPHO1	162466	NM_178500	-0.33	-0.87	0.54
KIF2	3796	NM_004520	1.02	0.48	0.54
CMKOR1	57007	NM_020311	2.66	2.12	0.54
CLDN16	10686	NM_006580	1.04	0.5	0.54
CNTNAP1	8506	NM_003632	1.74	1.2	0.54
COX17	10063	NM_005694	0.09	-0.45	0.54
FLJ21924	79832	NM_024774	3.7	3.16	0.54
NDRG4	65009	NM_020465	-0.36	-0.9	0.54
NAT6	24142	NM_012191	1.23	0.69	0.54
S100A7	6278	NM_002963	-0.24	-0.78	0.54
SMARCC1	6599	NM_003074	-0.46	-1	0.54
CDH4	1002	NM_001794	0.05	-0.49	0.54
RFC1	5981	NM_002913	0.47	-0.07	0.54
UGT8	7368	NM_003360	-0.45	-0.99	0.54
UNG	7374	NM_003362	0.41	-0.13	0.54
ARFGEF2	10564	NM_006420	-0.73	-1.27	0.54
SIAT4A	6482	NM_003033	-0.16	-0.7	0.54
GRASP	160622	NM_181711	-0.88	-1.42	0.54
ABI2	10152	NM_005759	-0.65	-1.19	0.54
FOXG1C	2292	X74144	2.38	1.84	0.54
NRCAM	4897	NM_005010	-0.59	-1.12	0.53
RAB13	5872	NM_002870	1.12	0.59	0.53
FGFR2	2263	NM_000141	2.33	1.8	0.53
RIOK1	83732	NM_031480	2.31	1.78	0.53
ODC1	4953	NM_002539	0.2	-0.33	0.53
PDIP	64714	NM_006849	-0.7	-1.23	0.53
THEA	26027	NM_015547	0.36	-0.17	0.53
USP35	57558	XM_290527	0.61	0.08	0.53
CRSP6	9440	NM_004268	0.82	0.29	0.53
PKD2	5311	NM_000297	0.66	0.13	0.53
CDAN1	146059	NM_138477	-0.12	-0.65	0.53
DOC1	11259	NM_014890	0.13	-0.4	0.53
FH	2271	NM_000143	-0.07	-0.6	0.53
BDP1	55814	NM_018429	0.61	0.08	0.53
KIFC2	90990	NM_145754	0.12	-0.41	0.53
ABT1	29777	NM_013375	0.9	0.37	0.53
DLX2	1746	NM_004405	-0.11	-0.64	0.53
HIRA	7290	NM_003325	0.09	-0.44	0.53
TPD52L2	7165	NM_003288	0.01	-0.52	0.53
DNTT	1791	NM_004088	-0.5	-1.03	0.53
HDAC11	79885	NM_024827	-0.4	-0.93	0.53
NLN	57486	NM_020726	0.42	-0.11	0.53
RBP3	5949	NM_002900	-0.56	-1.09	0.53
SPINT2	10653	NM_021102	-0.96	-1.49	0.53
ADAMTS18	170692	NM_139054	-0.04	-0.57	0.53
TINF2	26277	NM_012461	-0.6	-1.13	0.53
SERPINB5	5268	NM_002639	-0.66	-1.19	0.53
CSEN	30818	NM_013434	2.07	1.54	0.53
GPR101	83550	NM_054021	1.34	0.82	0.52
MPO	4353	NM_000250	-0.58	-1.1	0.52
AVPR2	554	NM_000054	2.08	1.56	0.52
CYP2C8	1558	NM_000770	-0.04	-0.56	0.52
DHCR7	1717	NM_001360	0.5	-0.02	0.52
RFP2	10206	NM_005798	0.62	0.1	0.52
SSA1	6737	NM_003141	0.3	-0.22	0.52
GRIK5	2901	NM_002088	1.62	1.1	0.52
GABRD	2563	NM_000815	0.91	0.39	0.52
MRPL32	64983	NM_031903	0.87	0.35	0.52
KCNV2	169522	NM_133497	0.58	0.06	0.52
CDCA7	83879	NM_031942	-0.37	-0.89	0.52
CEBPE	1053	NM_001805	0.07	-0.45	0.52
C9	735	NM_001737	0.9	0.38	0.52
INPP4A	3631	NM_001566	0.28	-0.24	0.52
KIAA0265	23008	NM_014997	-0.11	-0.63	0.52
LOC94431	94431	NM_145237	-0.06	-0.58	0.52
MAML1	9794	NM_014757	0.45	-0.07	0.52
NUP214	8021	NM_005085	2	1.48	0.52
PLA2G4B	8681	NM_005090	1.47	0.95	0.52
SLC4A1AP	22950	NM_018158	0.32	-0.2	0.52
RASA4	10156	NM_006989	-0.09	-0.61	0.52
RBBP4	5928	NM_005610	0.52	0	0.52
GRSF1	2926	NM_002092	0.83	0.31	0.52
GSN	2934	NM_000177	-0.53	-1.05	0.52
NBS1	4683	NM_002485	-0.75	-1.27	0.52
PCDH15	65217	NM_033056	-0.5	-1.02	0.52
SGNE1	6447	NM_003020	-0.81	-1.33	0.52
ATF1	466	NM_005171	0.56	0.04	0.52
FOSL2	2355	NM_005253	-0.23	-0.75	0.52
TUBA8	51807	NM_018943	-0.81	-1.33	0.52
GPD2	2820	NM_000408	-0.54	-1.06	0.52
AKR1C2	1646	NM_001354	-0.56	-1.08	0.52
F5	2153	NM_000130	-0.61	-1.13	0.52
KHDRBS1	10657	NM_006559	-0.87	-1.39	0.52
GRLF1	2909	NM_024342	-0.63	-1.15	0.52
IRF1	3659	NM_002198	-0.91	-1.43	0.52
MMP2	4313	NM_004530	-0.86	-1.38	0.52
PFDN2	5202	NM_012394	2.32	1.8	0.52
RYBP	23429	NM_012234	1.33	0.82	0.51
GPR3	2827	NM_005281	1.94	1.43	0.51
GRM6	2916	NM_000843	1.45	0.94	0.51
CTPS2	56474	NM_019857	-0.24	-0.75	0.51
GUSB	2990	NM_000181	1.06	0.55	0.51
LCT	3938	NM_002299	-0.09	-0.6	0.51
SHH	6469	NM_000193	-0.02	-0.53	0.51
TRIAD3	54476	NM_207111	0.03	-0.48	0.51
COL1A2	1278	NM_000089	0.85	0.34	0.51
CRYAA	1409	NM_000394	1.67	1.16	0.51
GTF2E2	2961	NM_002095	0.76	0.25	0.51
KCNQ3	3786	NM_004519	0.54	0.03	0.51
KCNA7	3743	NM_031886	0.46	-0.05	0.51
SLC25A15	10166	NM_014252	1.84	1.33	0.51
CRLF3	51379	NM_015986	0.62	0.11	0.51
E2F4	1874	NM_001950	0.31	-0.2	0.51
HSF2BP	11077	NM_007031	-0.47	-0.98	0.51
MJD	4287	NM_004993	0.01	-0.5	0.51
HSPA1B	3304	NM_005346	-0.73	-1.24	0.51
NFE2L1	4779	NM_003204	-0.2	-0.71	0.51
JARID1B	10765	NM_006618	-0.31	-0.82	0.51
ZHX1	11244	NM_007222	-0.09	-0.6	0.51
ZNF136	7695	NM_003437	-0.74	-1.25	0.51
UFD1L	7353	NM_005659	-0.33	-0.84	0.51
ACAS2	55902	NM_018677	0.86	0.35	0.51
ADH1A	124	NM_000667	-0.77	-1.28	0.51
TA-LRRP	23507	NM_015350	0.13	-0.38	0.51
UNC119	9094	NM_005148	-0.51	-1.02	0.51
EXO1	9156	NM_003686	-1.01	-1.52	0.51
FBXO8	26269	NM_012180	-0.98	-1.49	0.51
MGAT4A	11320	NM_012214	-0.62	-1.13	0.51
NCOR2	9612	NM_006312	1.4	0.89	0.51
CYP11B2	1585	NM_000498	-0.63	-1.14	0.51
COASY	80347	NM_025233	2.34	1.83	0.51
HSPA1A	3303	NM_005345	2.32	1.81	0.51
NPHP1	4867	NM_000272	1.33	0.83	0.5
MTCH1	23787	NM_014341	-0.61	-1.11	0.5
SPG4	6683	NM_014946	-0.6	-1.1	0.5
DNASE1	1773	NM_005223	-0.59	-1.09	0.5
ROCK2	9475	NM_004850	2.46	1.96	0.5
RPS6KC1	26750	NM_012424	1.93	1.43	0.5
PTH	5741	NM_000315	0.09	-0.41	0.5
LOC63929	63929	NM_022098	1.03	0.53	0.5
PPT1	5538	NM_000310	-0.53	-1.03	0.5
SET7	80854	NM_030648	-0.02	-0.52	0.5
CDC34	997	NM_004359	1.82	1.32	0.5
APOBEC3B	9582	NM_004900	1.26	0.76	0.5
BRDG1	26228	NM_012108	2.29	1.79	0.5
CDKN2A	1029	NM_000077	1.64	1.14	0.5
DKFZP564I1171	25845	AL117555	0.49	-0.01	0.5
HCST	10870	NM_014266	0.63	0.13	0.5
IRTA2	83416	NM_031281	0.1	-0.4	0.5
LRBA	987	NM_006726	-0.41	-0.91	0.5
IGF2R	3482	NM_000876	0.97	0.47	0.5
NUDC	10726	NM_006600	1.59	1.09	0.5
PIB5PA	27124	NM_014422	0.9	0.4	0.5
SDHA	6389	NM_004168	-0.42	-0.92	0.5
D1S155E	7812	NM_007158	-0.55	-1.05	0.5
SHBG	6462	NM_001040	1.23	0.73	0.5
FOXP1	27086	NM_032682	1.53	1.03	0.5
EIF3S4	8666	NM_003755	1	0.5	0.5
AKR1B10	57016	NM_020299	-0.16	-0.66	0.5
TST	7263	NM_003312	-0.12	-0.62	0.5
PORCN	64840	NM_022825	-0.43	-0.93	0.5
ASNS	440	NM_001673	-0.32	-0.82	0.5
RAB38	23682	NM_022337	-0.44	-0.94	0.5
MAP2K6	5608	NM_002758	1.15	0.65	0.5
MDM2	4193	NM_002392	1.16	0.66	0.5
GTF2IRD1	9569	NM_005685	-0.68	-1.18	0.5
TTF2	8458	NM_003594	-0.91	-1.41	0.5
EIF3S3	8667	NM_003756	-0.84	-1.33	0.49
WBP2	23558	NM_012478	-0.59	-1.08	0.49
ACTG2	72	NM_001615	-0.86	-1.35	0.49
CARD12	58484	NM_021209	-0.3	-0.79	0.49
MAZ	4150	NM_002383	-0.43	-0.92	0.49
RAP1GDS1	5910	NM_021159	-0.44	-0.93	0.49
GTF2H1	2965	NM_005316	0.98	0.49	0.49
STK17A	9263	NM_004760	1.51	1.02	0.49
CHAT	1103	NM_020549	-0.71	-1.2	0.49
CEECAM1	51148	NM_016174	-0.02	-0.51	0.49
GRIK1	2897	NM_000830	0.66	0.17	0.49
PAX2	5076	NM_000278	-0.27	-0.76	0.49
SH3GL3	6457	NM_003027	-0.12	-0.61	0.49
PLEKHA1	59338	NM_021622	-0.54	-1.03	0.49
SFRS8	6433	NM_152235	0.14	-0.35	0.49
APAF1	317	NM_001160	-0.48	-0.97	0.49
HEYL	26508	NM_014571	-0.7	-1.19	0.49
HOXD4	3233	NM_014621	-0.69	-1.18	0.49
TM4SF1	4071	NM_014220	0.31	-0.18	0.49
DNM1L	10059	NM_005690	-0.1	-0.59	0.49
ENO1	2023	NM_001428	-1.04	-1.53	0.49
VN1R3	317702	NM_174980	0.94	0.45	0.49
PRDM11	56981	NM_020229	-0.45	-0.94	0.49
TERT	7015	NM_003219	-0.46	-0.95	0.49
EPRS	2058	NM_004446	1.4	0.91	0.49
PTPRS	5802	NM_002850	2.26	1.77	0.49
RARB	5915	NM_000965	-0.64	-1.12	0.48
MMAA	166785	NM_172250	-0.62	-1.1	0.48
TUBE1	51175	NM_016262	-0.85	-1.33	0.48
NME1	4830	NM_000269	0.46	-0.02	0.48
SHMT1	6470	NM_004169	-0.2	-0.68	0.48
CHRNA7	1139	NM_000746	0.91	0.43	0.48
CCM1	889	NM_004912	-0.04	-0.52	0.48
KIAA0217	23185	XM_040265	0.08	-0.4	0.48
CDK5	1020	NM_004935	1.03	0.55	0.48
TMP21	10972	NM_006827	2.48	2	0.48
KLF8	11279	NM_007250	-0.21	-0.69	0.48
LCHN	57189	XM_376683	-0.14	-0.62	0.48
ENC1	8507	NM_003633	-0.28	-0.76	0.48
INSM1	3642	NM_002196	-0.54	-1.02	0.48
RAD17	5884	NM_002873	-0.01	-0.49	0.48
NFATC3	4775	NM_004555	-0.56	-1.04	0.48
ASPA	443	NM_000049	-0.74	-1.22	0.48
UGT1A3	54659	NM_019093	1.5	1.02	0.48
TAT	6898	NM_000353	-0.39	-0.87	0.48
TUBA1	7277	NM_006000	1.68	1.2	0.48
DSG2	1829	NM_001943	-0.66	-1.14	0.48
ENTPD5	957	NM_001249	-0.91	-1.39	0.48
GFRA4	64096	NM_022139	2.28	1.8	0.48
TRIO	7204	NM_007118	2.16	1.69	0.47
SLC22A18	5002	NM_002555	1.6	1.13	0.47
ADAMTS13	11093	NM_139025	-1.13	-1.6	0.47
HIPK4	147746	NM_144685	1.29	0.82	0.47
DEGS	8560	NM_003676	-0.59	-1.06	0.47
MTHFR	4524	NM_005957	-0.63	-1.1	0.47
AXUD1	64651	NM_033027	1.07	0.6	0.47
ZNF84	7637	NM_003428	-0.82	-1.29	0.47
CHD2	1106	NM_001271	1.09	0.62	0.47
GAPDH	2597	NM_002046	0.08	-0.39	0.47
IF	3426	NM_000204	0.4	-0.07	0.47
INPP5B	3633	NM_005540	0.07	-0.4	0.47
MSRA	4482	NM_012331	-0.31	-0.78	0.47
SPG20	23111	NM_015087	0.78	0.31	0.47
ALG3	10195	NM_005787	-0.29	-0.76	0.47
SERPINE1	5054	NM_000602	-0.18	-0.65	0.47
CTSL2	1515	NM_001333	-0.71	-1.18	0.47
FKBP8	23770	NM_012181	1.27	0.8	0.47
LRP8	7804	NM_004631	0.61	0.14	0.47
CUL5	8065	NM_003478	0.37	-0.1	0.47
KIAA1268	54625	XM_291055	-0.02	-0.49	0.47
LOC55971	55971	NM_018842	-0.7	-1.17	0.47
CENPC1	1060	NM_001812	-0.15	-0.62	0.47
BTG1	694	NM_001731	1.01	0.54	0.47
TLX1	3195	NM_005521	-0.03	-0.5	0.47
ACADM	34	NM_000016	-0.71	-1.18	0.47
TRA16	126382	NM_176880	-0.94	-1.41	0.47
MCM2	4171	NM_004526	-0.78	-1.25	0.47
ANGPTL4	51129	NM_016109	-0.48	-0.95	0.47
RAPGEFL1	51195	NM_016339	-1.34	-1.81	0.47
MYH3	4621	NM_002470	0.3	-0.17	0.47
RFX1	5989	NM_002918	-0.67	-1.14	0.47
P2RY10	27334	NM_014499	1.34	0.88	0.46
DPP4	1803	NM_001935	-0.86	-1.32	0.46
PDE6D	5147	NM_002601	-0.58	-1.04	0.46
NKX2-3	159296	NM_145285	1.32	0.86	0.46
SIRT2	22933	NM_012237	-0.64	-1.1	0.46
GPR88	54112	NM_022049	0.9	0.44	0.46
PTGIR	5739	NM_000960	0.9	0.44	0.46
EXT1	2131	NM_000127	-0.42	-0.88	0.46
IGHG3	3502	AK090464	0.65	0.19	0.46
ZBTB10	65986	NM_023929	-0.29	-0.75	0.46
BCAS2	10286	NM_005872	-0.08	-0.54	0.46
LGALS4	3960	NM_006149	-0.04	-0.5	0.46
ADAMTS12	81792	NM_030955	-0.43	-0.89	0.46
FUCA1	2517	NM_000147	-0.4	-0.86	0.46
GC	2638	NM_000583	1.48	1.02	0.46
LAIR2	3904	NM_002288	-0.25	-0.71	0.46
RASSF2	9770	NM_014737	-0.15	-0.61	0.46
BAG3	9531	NM_004281	-0.69	-1.15	0.46
CDH9	1007	NM_016279	-0.39	-0.85	0.46
CLGN	1047	NM_004362	0.43	-0.03	0.46
PCDH11X	27328	NM_014522	0.04	-0.42	0.46
CITED2	10370	NM_006079	0.42	-0.04	0.46
MITF	4286	NM_000248	0.72	0.26	0.46
TRPA1	8989	NM_007332	0.11	-0.35	0.46
UBN1	29855	NM_016936	-0.81	-1.27	0.46
PME-1	51400	NM_016147	-0.27	-0.73	0.46
CCL22	6367	NM_002990	1.13	0.67	0.46
WNT7B	7477	NM_058238	2.43	1.98	0.45
C9ORF3	84909	NM_032823	-0.58	-1.03	0.45
WHSC1L1	54904	NM_017778	-0.09	-0.54	0.45
SERPINC1	462	NM_000488	-0.92	-1.37	0.45
PCM1	5108	NM_006197	-0.85	-1.3	0.45
ATP1A2	477	NM_000702	-0.57	-1.02	0.45
ALS2	57679	NM_020919	-0.87	-1.32	0.45
NEK6	10783	NM_014397	0.32	-0.13	0.45
MC1R	4157	NM_002386	0.11	-0.34	0.45
CYCS	54205	NM_018947	0.87	0.42	0.45
HSA275986	55802	NM_018403	-0.07	-0.52	0.45
HYPE	11153	NM_007076	-0.41	-0.86	0.45
PTGES	9536	NM_004878	-0.41	-0.86	0.45
SS18	6760	NM_005637	-0.46	-0.91	0.45
SULT1B1	27284	NM_014465	0.49	0.04	0.45
RARRES3	5920	NM_004585	-0.45	-0.9	0.45
ZFP64	55734	NM_018197	0.39	-0.06	0.45
ZFPM2	23414	NM_012082	0.87	0.42	0.45
CREB5	9586	NM_004904	-0.19	-0.64	0.45
ZFP37	7539	NM_003408	-0.04	-0.49	0.45
ACP2	53	NM_001610	0.11	-0.34	0.45
ATP5J	522	NM_001685	-0.43	-0.88	0.45
TXN	7295	NM_003329	0	-0.45	0.45
HAGH	3029	NM_005326	0.36	-0.09	0.45
A2M	2	NM_000014	1.39	0.94	0.45
COCH	1690	NM_004086	0.36	-0.09	0.45
PRCC	5546	NM_005973	1.88	1.43	0.45
NCKAP1	10787	NM_013436	-0.49	-0.94	0.45
DAXX	1616	NM_001350	0.09	-0.36	0.45
ZNF200	7752	NM_003454	0.61	0.16	0.45
PIAS4	51588	NM_015897	1.99	1.54	0.45
UBE2R2	54926	NM_017811	-0.13	-0.58	0.45
C20ORF31	55741	NM_018217	-0.03	-0.48	0.45
CASP10	843	NM_001230	-1.27	-1.72	0.45
N4BP2	55728	NM_018177	-1.28	-1.73	0.45
NDUFV2	4729	NM_021074	-0.6	-1.04	0.44
GRIN1	2902	NM_000832	1.28	0.84	0.44
CRSP3	9439	NM_004830	-0.36	-0.8	0.44
EOS	260429	NM_152891	0.65	0.21	0.44
MDGA1	266727	NM_153487	1.09	0.65	0.44
TDE1	10955	NM_006811	-0.88	-1.32	0.44
PKIG	11142	NM_007066	1.01	0.57	0.44
KLK2	3817	NM_005551	-0.43	-0.87	0.44
STAT4	6775	NM_003151	0.51	0.07	0.44
CSH1	1442	NM_001317	0.36	-0.08	0.44
LDHB	3945	NM_002300	-0.33	-0.77	0.44
NALP9	338321	NM_176820	0.45	0.01	0.44
RSU1	6251	NM_012425	0.74	0.3	0.44
SPIC	121599	NM_152323	-0.46	-0.9	0.44
PCDHB10	56126	NM_018930	0.48	0.04	0.44
MBD1	4152	NM_002384	-0.32	-0.76	0.44
MLL4	9757	NM_014727	0.31	-0.13	0.44
APOBEC3A	200315	NM_145699	0.3	-0.14	0.44
FMO4	2329	NM_002022	-0.72	-1.16	0.44
HMOX1	3162	NM_002133	-0.71	-1.15	0.44
HCN2	610	NM_001194	0.59	0.15	0.44
CTXL	23584	NM_014312	1.56	1.12	0.44
MFNG	4242	NM_002405	0.82	0.38	0.44
RGNEF	64283	XM_371755	-0.14	-0.58	0.44
HYOU1	10525	NM_006389	-0.77	-1.21	0.44
UGCG	7357	NM_003358	1.47	1.03	0.44
USP14	9097	NM_005151	1.59	1.16	0.43
CPM	1368	NM_001874	-1.18	-1.61	0.43
RAB10	10890	NM_016131	1.08	0.65	0.43
EVL	51466	NM_016337	-0.89	-1.32	0.43
HSPA9B	3313	NM_004134	-0.35	-0.78	0.43
PCBP4	57060	NM_020418	-0.61	-1.04	0.43
DLX5	1749	NM_005221	-0.82	-1.25	0.43
TBX5	6910	NM_000192	-0.47	-0.9	0.43
BTAF1	9044	NM_003972	-0.66	-1.09	0.43
NF1	4763	NM_000267	-0.66	-1.09	0.43
GGT1	2678	NM_005265	0.07	-0.36	0.43
ACOX2	8309	NM_003500	0.36	-0.07	0.43
DEPDC1	55635	NM_017779	-0.32	-0.75	0.43
SLC25A4	291	NM_001151	-0.29	-0.72	0.43
JJAZ1	23512	NM_015355	0.25	-0.18	0.43
TWIST1	7291	NM_000474	-0.02	-0.45	0.43
DPEP1	1800	NM_004413	1.14	0.71	0.43
FBP2	8789	NM_003837	-0.54	-0.97	0.43
PPP1CA	5499	NM_002708	2.27	1.84	0.43
FAU	2197	NM_001997	2.07	1.64	0.43
MYCNOS	10408	NM_006316	-0.14	-0.57	0.43
SEC31L2	25956	NM_015490	1.16	0.73	0.43
SFRS2IP	9169	NM_004719	-1	-1.43	0.43
SLC12A3	6559	NM_000339	-0.71	-1.14	0.43
WDR13	64743	NM_017883	0.96	0.53	0.43
CBX8	57332	NM_020649	-0.54	-0.97	0.43
RASSF1	11186	NM_007182	0.94	0.51	0.43
ZNF45	7596	NM_003425	-0.55	-0.98	0.43
AKAP11	11215	NM_016248	2.39	1.97	0.42
GPR97	222487	NM_170776	1.12	0.7	0.42
KRT13	3860	NM_002274	1.55	1.13	0.42
LIFR	3977	NM_002310	-0.69	-1.11	0.42
MAP3K7	6885	NM_003188	0.17	-0.25	0.42
PRKCN	23683	NM_005813	1.01	0.59	0.42
DMGDH	29958	NM_013391	0.02	-0.4	0.42
LCMT1	51451	NM_016015	0.14	-0.28	0.42
TPI1	7167	NM_000365	-0.87	-1.29	0.42
TNFAIP1	7126	NM_021137	-0.09	-0.51	0.42
CDC45L	8318	NM_003504	0.32	-0.1	0.42
DIRC2	84925	NM_032839	0.39	-0.03	0.42
DKFZP762E1312	55355	NM_018410	-0.13	-0.55	0.42
FLJ35954	166968	NM_152622	-0.09	-0.51	0.42
RBJ	51277	NM_016544	0.15	-0.27	0.42
NFE2L3	9603	NM_004289	-0.09	-0.51	0.42
PRDM2	7799	NM_012231	-0.51	-0.93	0.42
ZNF143	7702	NM_003442	0.23	-0.19	0.42
TNR	7143	NM_003285	-0.35	-0.77	0.42
PRLR	5618	NM_000949	-0.86	-1.28	0.42
BRDT	676	NM_001726	-0.05	-0.47	0.42
VPS13A	23230	NM_015186	0.3	-0.12	0.42
